claim_id,claim_text,lang,claim_date,gold_label,predicted_label,is_correct,small_model_id,small_model_name,small_model_provider,model_key,model_aliases,condition,variant_name,condition_bucket,condition_key,corruption_severity,prompt_id,explanation,error_type,error_message,judge_count,judge_names,judge_overall_sum,avg_judge_overall,avg_political_bias,avg_sociocultural_bias,avg_linguistic_bias,avg_logic_of_reasoning,avg_evidence_usage
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The evidence supports the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. In Evidence Document 1, Biden is quoted as saying 'I call on President Trump to go on national television now to fulfill his oath and defend the Constitution and demand an end to this siege,' which can be interpreted as a call to action to stop the violence and chaos caused by Trump's supporters. Additionally, in Evidence Document 2, Biden warns that Trump's 'big lie' about the 2020 election being stolen has become 'an article of faith' in the extreme wing of the Republican party, and that it has 'fuelled the dangerous rise of political violence and voter intimidation over the past two years.' This suggests that Biden is concerned about the violence and chaos caused by Trump's supporters and is calling for an end to it.",,,1,['llama70B'],11.0,11.0,2.0,4.0,3.0,1.0,1.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"{
  ""verdict"": ""Refuted"",
  ""explanation"": ""The claim that Joe Biden purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters is refuted because the evidence shows that Joe Biden is actually warning about the dangers of political violence and the threat it poses to democracy, and that he is criticizing Donald Trump for his role in fueling this violence. Specifically, in Evidence Document 2, Biden says 'Trump's false claims about a stolen election have ""fuelled the dangerous rise of political violence and voter intimidation over the past two years""' and 'We're facing a defining moment. We must with one overwhelming, unified voice speak, as a country, and say there's no place for voter intimidation or political violence in America.' This is in stark contrast to the claim that Biden is threatening violence and chaos to control Trump supporters.""
}",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The evidence provided shows that Joe Biden condemned violence and chaos, and called on President Trump to direct his supporters to end the 'unprecedented assault' on democracy. Biden also stated that 'there's no place for voter intimidation or political violence in America.' This directly contradicts the claim that Biden threatened 'violence and chaos' to control Trump supporters.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence provided does not support the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. Instead, it shows that Biden condemned 'the dangerous rise of political violence and voter intimidation' and called for rejecting candidates who deny the results of the elections. He also emphasized the importance of accepting the results of the elections and preserving democracy.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The evidence provided does not support the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. Instead, it shows Biden speaking out against violence and chaos, and emphasizing the importance of preserving democracy. In Evidence Document 1, there is no mention of Biden making any threatening statements. In Evidence Document 2, Biden explicitly condemns 'voter intimidation or political violence in America' and warns against the dangers of election deniers and those who would use violence to achieve political ends.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence provided does not contain any statements or quotes from Joe Biden threatening 'violence and chaos' to control Trump supporters. The evidence documents discuss the aftermath of the January 6, 2021, storming of the US Capitol and Joe Biden's speeches on democracy and the importance of preserving it, but do not provide any evidence of Biden making threatening statements.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The evidence provided does not mention Joe Biden threatening 'violence and chaos' to control Trump supporters. The articles discuss the January 6, 2021, storming of the US Capitol and the aftermath, as well as a speech by Joe Biden in 2022 about the importance of preserving democracy. There is no mention of Joe Biden making any threats or statements about controlling Trump supporters through violence or chaos.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"The evidence provided does not support the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. In fact, the evidence shows that Biden condemned the violence and called on Trump to direct his supporters to end the 'unprecedented assault' on democracy. Biden also emphasized the importance of preserving democracy and rejected candidates who deny the results of the vote. This suggests that Biden is actually working to promote democracy and peaceful transfer of power, rather than threatening violence and chaos.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"{
  ""verdict"": ""Supported"",
  ""explanation"": ""The evidence supports the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. In Evidence Document 1, there is no mention of Joe Biden threatening violence or chaos. However, in Evidence Document 2, Joe Biden is quoted as saying 'at the best, the words of a president can inspire. At their worst, they can incite' and 'I wish I could say the assault on our democracy had ended that day', which implies that Trump's words may have incited violence. Additionally, Biden says 'Trump's false claims about a stolen election have ""fuelled the dangerous rise of political violence and voter intimidation over the past two years""' and 'he's made the big lie an article of faith in the Maga Republican party.' These quotes suggest that Biden is criticizing Trump's rhetoric and its potential to incite violence, which supports the claim that Biden threatened 'violence and chaos' to control Trump supporters.""
}",,,1,['llama70B'],12.0,12.0,2.0,4.0,4.0,1.0,1.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence provided does not support the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. In fact, the evidence shows that Biden spoke out against political violence and emphasized the importance of preserving democracy in his speech on November 2, 2022. He stated, 'We must with one overwhelming, unified voice speak, as a country, and say there's no place for voter intimidation or political violence in America.' This directly contradicts the claim made in the original statement.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Specifically, Evidence Document 1 states that 'Three commercial vessels came under attack in international waters in the southern Red Sea, the US military said on Sunday, as Yemen's Houthi group claimed drone and missile attacks on two Israeli vessels in the area.' Additionally, Evidence Document 2 reports on the Houthi seizure of the Galaxy Leader, a cargo ship, and states that the group claimed it was owned by Israel. The evidence also mentions other incidents of Houthi attacks on commercial vessels in the Red Sea, including the attack on the Unity Explorer and Number 9, and the attempted hijacking of the Central Park. These reports collectively support the claim that a Houthi attack on a commercial vessel in 2023 occurred.",,,1,['llama70B'],22.0,22.0,4.0,5.0,5.0,4.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Evidence Document 1 states that the US military confirmed that three commercial vessels were attacked in international waters in the southern Red Sea, and the Houthi movement claimed responsibility for the attacks. Additionally, Evidence Document 2 provides footage of the Houthi gunmen seizing an Israeli-linked cargo ship, Galaxy Leader, in the Red Sea, which is consistent with the claim of a Houthi attack on a commercial vessel.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The evidence supports the claim that a Houthi attack occurred on a commercial vessel in 2023. Evidence Document 1 states that the Houthi movement claimed to have attacked two ships, Unity Explorer and Number 9, with an armed drone and a naval missile, and that one ship was significantly damaged and in distress. Additionally, Evidence Document 2 reports on the hijacking of a cargo ship, Galaxy Leader, by the Houthi group, which is affiliated with an Israeli billionaire. While the exact details of the attacks and the identity of the vessels are not specified in the claim, the evidence suggests that the Houthi group was involved in attacks on commercial vessels in 2023.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence supports the claim that a Houthi attack occurred on a commercial vessel in 2023. Evidence Document 1 states that 'Three commercial vessels came under attack in international waters in the southern Red Sea, the US military said on Sunday, as Yemen's Houthi group claimed drone and missile attacks on two Israeli vessels in the area.' Additionally, Evidence Document 2 reports that the Houthi group claimed to have hijacked a ship and taken its crew hostage, stating that they would continue to target ships linked to or owned by Israelis. These statements from both documents confirm the claim of a Houthi attack on a commercial vessel in 2023.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The evidence does not clearly support or refute the claim that the video shared on Facebook shows a Houthi attack on a commercial vessel in 2023. While the first evidence document mentions a Houthi attack on commercial vessels in the Red Sea, it does not mention a specific video or provide any information about the video's content. The second evidence document mentions a Houthi hijacking of a cargo ship, but it does not mention a video or an attack on a commercial vessel in 2023. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],24.0,24.0,5.0,5.0,5.0,5.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence provided does not mention a Houthi attack on a commercial vessel in 2023, nor does it mention a video shared on Facebook claiming such an attack. Instead, it reports on a US warship being attacked by drones from Yemen, and a cargo ship being seized by the Houthis. While the evidence does mention the Houthis, it does not provide information about a specific video or a commercial vessel being attacked in 2023.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_70,targeted_drop_70,corrupted,targeted_drop_70,0.7,small_factcheck_v1,"The evidence provided in both documents does not support the claim of a Houthi attack on a commercial vessel in 2023. Document 1 mentions a US warship being attacked by drones, but it does not mention a commercial vessel being attacked by Houthis. Document 2 reports on a cargo ship being seized by Houthis, but it does not mention an attack on a commercial vessel in 2023. Additionally, the ship in question, Galaxy Leader, was not attacked, but rather seized by Houthis.",,,1,['llama70B'],15.0,15.0,3.0,3.0,3.0,3.0,3.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_30,replacement_mix_30,corrupted,replacement_mix_30,0.3,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Specifically, Evidence Document 1 mentions 'four attacks against three separate commercial vessels operating in international waters in the southern Red Sea' and quotes a US Central Command statement that 'these attacks, while launched by the Houthis in Yemen, are fully enabled by Iran.' Additionally, Evidence Document 2 reports on a Houthi hijacking of a cargo ship, the Galaxy Leader, which was claimed to be owned by Israel, and quotes a Houthi spokesperson stating that 'all ships belonging to the Israeli enemy or that deal with it will become legitimate targets.' These reports collectively support the claim of a Houthi attack on a commercial vessel in 2023.",,,1,['llama70B'],15.0,15.0,3.0,3.0,3.0,3.0,3.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_50,replacement_mix_50,corrupted,replacement_mix_50,0.5,small_factcheck_v1,"The evidence provided does not directly address the claim of a Houthi attack on a commercial vessel in 2023. While there are mentions of Houthi attacks on commercial vessels in the Red Sea, the specific claim of a 2023 attack is not supported or refuted by the provided evidence. The evidence does mention a 2023 incident where a US warship was reportedly attacked by drones from Yemen, but it does not specify that the attack was carried out by the Houthis or that it targeted a commercial vessel. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],replacement_mix_70,replacement_mix_70,corrupted,replacement_mix_70,0.7,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Evidence Document 2 shows a video of Houthi gunmen hijacking a cargo ship, Galaxy Leader, and taking its 25 crew members hostage, which is consistent with the claim. The Houthi group also stated that they will continue to target ships with links to Israel until it ends its campaign in Gaza, further supporting the claim.",,,1,['llama70B'],19.0,19.0,4.0,4.0,5.0,3.0,3.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,small_factcheck_v1,"The claim states that a photo shows almost only women with headscarves in a train in Malmö, Sweden. However, the provided evidence documents do not contain any information about the demographics of people in a train in Malmö, Sweden, or any evidence that supports or refutes this claim. The first document discusses the integration of Muslims in European societies and the importance of dialogue and understanding, but it does not provide any relevant information about the claim. The second document describes a traditional Swedish way of life on a mountain farm, but it also does not contain any information about the demographics of people in a train in Malmö, Sweden. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_30,random_drop_30,corrupted,random_drop_30,0.3,small_factcheck_v1,"The evidence provided does not directly address the claim that a photo shows almost only women with headscarves in a train in Malmö, Sweden. While the first evidence document discusses the integration of Muslims in European societies and the importance of dialogue and understanding, it does not provide any information about the specific situation in Malmö or the demographics of train passengers. The second evidence document appears to be unrelated to the claim and discusses a different topic altogether. Therefore, there is not enough evidence to support or refute the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,small_factcheck_v1,"The evidence provided does not directly address the claim that a photo shows almost only women with headscarves in a train in Malmö, Sweden. The first evidence document discusses the integration of Muslims in Europe and the importance of dialogue and mutual understanding, but does not provide any information about the demographics of train passengers in Malmö. The second evidence document describes a traditional Swedish farm and the daily life of a farmer, but does not mention anything about headscarves or train passengers. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_70,random_drop_70,corrupted,random_drop_70,0.7,small_factcheck_v1,"The evidence provided does not directly address the claim that a photo shows almost only women with headscarves in a train in Malmö, Sweden. The first evidence document discusses the integration of Muslims in Europe and the importance of dialogue, but does not provide any information about the demographics of a train in Malmö. The second evidence document describes a visit to an alp in Sweden, but does not mention anything about trains or headscarves. Therefore, there is not enough evidence to evaluate the claim.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_30,targeted_drop_30,corrupted,targeted_drop_30,0.3,small_factcheck_v1,"The claim is about a photo showing almost only women with headscarves in a train in Malmö, Sweden. The provided evidence documents do not mention anything about this specific claim or provide any information about the demographics of people in a train in Malmö, Sweden. Document 1 discusses the integration of Muslims in Europe and the importance of dialogue and understanding, while Document 2 describes a visit to a Swedish alp and the traditional way of life there. Neither document provides any relevant information to support or refute the claim.",,,1,['llama70B'],15.0,15.0,3.0,3.0,3.0,3.0,3.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,small_factcheck_v1,"The evidence provided does not contain any information about the claim 'Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.' The documents discuss topics such as Islam in Europe, integration, and Swedish traditions, but do not provide any evidence related to the claim about a photo in a train in Malmö, Sweden.",,,1,['llama70B'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
