claim_id,claim_text,lang,claim_date,gold_label,predicted_label,is_correct,small_model_id,small_model_name,small_model_provider,model_key,model_aliases,condition,variant_name,condition_bucket,condition_key,corruption_severity,corruption_family,prompt_id,explanation,error_type,error_message,judge_count,judge_names,judge_overall_sum,avg_judge_overall,avg_political_bias,avg_sociocultural_bias,avg_linguistic_bias,avg_logic_of_reasoning,avg_evidence_usage
281,Qatar has banned McDonalds in the country and a McDonald's outlet was demolished.,en,2023-12-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,targeted,small_factcheck_v1,"There is no mention of Qatar or McDonald's in the provided evidence document. The article discusses a shareholder meeting of McDonald's in Illinois, USA, and protests related to wage increases in the US, but does not provide any information about Qatar or the claim that Qatar has banned McDonald's and demolished a McDonald's outlet.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,gold,small_factcheck_v1,"The evidence provided in the two documents does not support the claim that Joe Biden threatened 'violence and chaos' to control Trump supporters. In fact, the evidence suggests the opposite: Biden condemned the violence and chaos that occurred on January 6, 2021, at the US Capitol, and called on Trump to direct his supporters to end the 'unprecedented assault' on democracy. Biden's speech in 2022 also emphasizes the threat to democracy posed by Trump and his followers, but it does not contain any language that could be interpreted as a threat of violence or chaos. Therefore, the claim is refuted by the evidence.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_20,random_drop_20,corrupted,random_drop_20,0.2,random,small_factcheck_v1,"The evidence provided does not contain any statements or quotes from Joe Biden threatening 'violence and chaos' to control Trump supporters. The evidence documents discuss Biden's response to the January 6, 2021, Capitol riot and his later speech in 2022 about the threat to democracy, but do not provide any evidence of Biden making such a threat.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,random,small_factcheck_v1,"The evidence provided does not contain any statements or quotes from Joe Biden threatening 'violence and chaos' to control Trump supporters. The first document discusses the events surrounding the certification of Joe Biden's victory and Trump's response, but it does not contain any quotes from Biden making such a threat. The second document is a speech by Biden where he discusses the threat to democracy and the need to address it, but it does not contain any language that could be interpreted as threatening violence or chaos to control Trump supporters. Therefore, there is not enough evidence to support the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_20,targeted_drop_20,corrupted,targeted_drop_20,0.2,targeted,small_factcheck_v1,"The evidence provided does not contain any information that suggests Joe Biden threatened 'violence and chaos' to control Trump supporters. The evidence documents discuss the events surrounding the certification of Joe Biden's presidential victory, Trump's reaction to the outcome, and Biden's later speech about the state of democracy, but there is no mention of Biden making any threatening statements. Therefore, there is not enough evidence to support or refute the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
282,purports to show Joe Biden threatening 'violence and chaos' to control Trump supporters,en,2023-12-02,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,targeted,small_factcheck_v1,The evidence provided does not mention Joe Biden threatening 'violence and chaos' to control Trump supporters. The claim appears to be a fabrication with no basis in the provided evidence.,,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,gold,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Specifically, Evidence Document 1 states that 'Three commercial vessels came under attack in international waters in the southern Red Sea, the US military said on Sunday, as Yemen's Houthi group claimed drone and missile attacks on two Israeli vessels in the area.' Additionally, Evidence Document 2 reports on the Houthi seizure of the Galaxy Leader, a cargo ship, and states that the group claimed it was owned by Israel. The evidence also mentions other incidents of Houthi attacks on commercial vessels in the Red Sea, including the attack on the Unity Explorer and Number 9, and the attempted hijacking of the Central Park. These reports collectively support the claim that a Houthi attack on a commercial vessel in 2023 occurred.",,,1,['deepseek/deepseek-r1'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_20,random_drop_20,corrupted,random_drop_20,0.2,random,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Evidence Document 1 states that the Houthi group claimed to have attacked two commercial vessels, Unity Explorer and Number 9, with an armed drone and a naval missile. Additionally, Evidence Document 2 provides a video showing Houthi gunmen seizing the Galaxy Leader, a British-owned and Japanese-operated cargo ship, after landing a helicopter on deck, and the group claimed it was owned by Israel. The Houthi group also stated that they will continue to target ships with links to Israel until it ends its campaign in Gaza.",,,1,['deepseek/deepseek-r1'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Conflicting_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,random,small_factcheck_v1,"The evidence suggests that the Houthi movement has indeed attacked commercial vessels in the Red Sea, but the claim that the attack was on a commercial vessel in 2023 is partially supported and partially contradicted. Evidence Document 1 mentions an attack on two ships, Unity Explorer and Number 9, but does not specify the year. However, it does mention that the Houthi movement has stepped up its targeting of commercial vessels in the Red Sea in recent months. Evidence Document 2, on the other hand, reports on a hijacking of a ship, Galaxy Leader, which is affiliated with an Israeli billionaire, but the year is not specified. The Houthi movement is mentioned as the perpetrator of the hijacking, but the article does not confirm that the attack was in 2023. Therefore, the claim is Conflicting_Evidence as it is partially supported and partially contradicted by the evidence.",,,1,['deepseek/deepseek-r1'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Supported,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_20,targeted_drop_20,corrupted,targeted_drop_20,0.2,targeted,small_factcheck_v1,"The evidence supports the claim that a Houthi attack on a commercial vessel in 2023 occurred. Evidence Document 1 mentions that the Houthi group has stepped up its targeting of commercial vessels sailing in the Red Sea, and that a US warship, the USS Carney, shot down two drones as it helped the commercial vessels. Additionally, Evidence Document 2 reports on a Houthi attack on a cargo ship, where the group's chief negotiator and spokesman, Mohammed Abdul-Salam, stated that the detention of the Israeli ship is a practical step that proves the seriousness of the Yemeni armed forces in waging the sea battle.",,,1,['deepseek/deepseek-r1'],23.0,23.0,5.0,5.0,5.0,4.0,4.0
283,A video shared on Facebook claims to show a Houthi attack on a commercial vessel in 2023.,en,2023-12-15,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,targeted,small_factcheck_v1,"The evidence provided does not mention a Houthi attack on a commercial vessel in 2023, nor does it mention a video shared on Facebook claiming such an attack. Instead, it reports on a US warship being attacked by drones from Yemen, and a cargo ship being seized by the Houthis in the Red Sea. The evidence does not provide enough information to evaluate the claim about the video shared on Facebook.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,gold,small_factcheck_v1,"The evidence provides both supporting and contradicting statements for the claim. On one hand, the author of Evidence Document 1 shares a personal experience of being harassed by two young men in a train in Malmö, Sweden, and mentions that she has seen similar behavior in other women, including a friend who was harassed in Paris. This suggests that there may be a problem with harassment of women by men from certain cultural backgrounds. On the other hand, Evidence Document 2 presents a more nuanced view of the relationship between Islam and European society, arguing that the majority of Muslims in Europe are ordinary people who want to live a normal life and that the media often focuses on the most extreme aspects of Islam. The author also suggests that the problem of harassment is not unique to Muslim men and that it is a broader societal issue. Furthermore, Nilüfer Göle's interview in Evidence Document 2 highlights the importance of dialogue and understanding between different cultural groups and argues that the problem of harassment can only be solved through a process of interaction and mutual understanding. Overall, the evidence presents a complex and multifaceted view of the issue, making it difficult to support or refute the claim with certainty.",,,1,['deepseek/deepseek-r1'],16.0,16.0,4.0,3.0,5.0,2.0,2.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_20,random_drop_20,corrupted,random_drop_20,0.2,random,small_factcheck_v1,"The evidence provides both supporting and contradicting statements regarding the claim that a photo shows almost only women with headscarves in a train in Malmö, Sweden. The claim is supported by the fact that the author of the first evidence document mentions being harassed by two young men in a train in Malmö, who were speaking Arabic and had a darker skin tone, which could be interpreted as implying that the area is predominantly Muslim. However, the second evidence document by Nilüfer Göle suggests that the media often portray a skewed image of Muslims, and that the majority of Muslims in Europe lead normal lives and want to engage with society. Göle also emphasizes the importance of listening to and understanding the perspectives of Muslims, rather than making assumptions or stereotypes. Therefore, the evidence is conflicting and does not provide a clear verdict.",,,1,['deepseek/deepseek-r1'],18.0,18.0,4.0,3.0,5.0,3.0,3.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,random,small_factcheck_v1,"The evidence provides both supporting and contradicting statements for the claim. On one hand, the first evidence document describes experiences of sexual harassment and assault by men from the Maghreb region, which could be interpreted as supporting the claim that women in Sweden are often harassed by men wearing headscarves. On the other hand, the second evidence document presents a more nuanced view of Muslims in Europe, highlighting the diversity of Muslim experiences and the importance of dialogue and intercultural understanding. The author of the second document argues that the media often portrays a simplistic and negative image of Muslims, and that most Muslims lead ordinary lives and want to integrate into European society. This suggests that the claim may be an oversimplification or exaggeration, and that the reality is more complex and multifaceted.",,,1,['deepseek/deepseek-r1'],20.0,20.0,5.0,4.0,5.0,3.0,3.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_20,targeted_drop_20,corrupted,targeted_drop_20,0.2,targeted,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.' The claim appears to be about the prevalence of women wearing headscarves in a train in Malmö, Sweden, but the evidence documents discuss topics such as sexualized violence, integration, and the representation of Muslims in European society. There is no direct connection between the claim and the evidence provided.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
1,"Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden.",de,2024-03-10,Conflicting_Evidence,Conflicting_Evidence,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,targeted,small_factcheck_v1,"The claim 'Ein Foto zeige fast nur Frauen mit Kopftuch in einer Bahn in Malmö, Schweden' is not directly supported or refuted by the evidence. Evidence Document 1 describes a personal experience of the author, who was a victim of sexual assault by a professor, and how she later became involved in helping refugees. There is no mention of a photo or a scene in a train in Malmö, Sweden. Evidence Document 2 discusses the importance of dialogue and intercultural understanding in addressing conflicts between different cultural and religious groups, but does not provide any evidence related to the claim. Therefore, the verdict is Conflicting_Evidence, as the evidence does not provide enough information to evaluate the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,gold,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Dieses Video beweist, dass Demonstranten für Demos bezahlt werden' (This video proves that demonstrators are paid for demos). The first evidence document discusses the concept of Zivilgesellschaft (civil society) and its relationship to political movements, but does not provide any evidence related to the claim. The second evidence document is about a court ruling regarding police video surveillance at demonstrations, which is unrelated to the claim. Therefore, there is not enough evidence to evaluate the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_20,random_drop_20,corrupted,random_drop_20,0.2,random,small_factcheck_v1,"The evidence provided does not directly address the claim that demonstrators are paid for demos. Evidence Document 1 discusses the concept of Zivilgesellschaft and its application to various social movements, but does not provide any information about payment for demonstrations. Evidence Document 2 is about a court case regarding police video surveillance during demonstrations, which is unrelated to the claim. Therefore, there is not enough evidence to support or refute the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Refuted,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,random,small_factcheck_v1,"The evidence provided does not support the claim that demonstrators are paid for demos. Evidence Document 1 discusses the concept of 'Zivilgesellschaft' and how it relates to social movements, but does not mention payment for demonstrations. Evidence Document 2 is about a court ruling that prohibits police from filming peaceful demonstrations, but it does not provide any information about payment for demonstrations. Therefore, the claim is refuted by the lack of evidence supporting it.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_20,targeted_drop_20,corrupted,targeted_drop_20,0.2,targeted,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Dieses Video beweist, dass Demonstranten für Demos bezahlt werden' (This video proves that demonstrators are paid for demos). The claim is related to the topic of demonstrations and the involvement of paid individuals, but the provided evidence discusses the concept of Zivilgesellschaft (civil society), the definition of Zivilgesellschaft, and a court decision regarding video surveillance at a demonstration. There is no direct evidence to support or refute the claim.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
2,"Dieses Video beweist, dass Demonstranten für Demos bezahlt werden",de,2024-01-22,Conflicting_Evidence,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],targeted_drop_50,targeted_drop_50,corrupted,targeted_drop_50,0.5,targeted,small_factcheck_v1,"The evidence provided does not directly address the claim that 'Dieses Video beweist, dass Demonstranten für Demos bezahlt werden' (This video proves that demonstrators are paid for demos). The claim appears to be about the payment of demonstrators, but the provided evidence discusses the concept of Zivilgesellschaft (civil society), the filming of demonstrations by the police, and the related court case. There is no direct connection between the claim and the evidence.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Refuted,True,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],gold,gold,gold,gold,0.0,gold,small_factcheck_v1,"The evidence document states that 'Es ist gut, dass Deutschland auf die Straßen geht' (It's good that Germany is taking to the streets) and that 'Das Engagement von Hunderttausenden Menschen, die sich seit Tagen auf Demonstrationen begeben, um ein Zeichen gegen rechtsextremes Gedankengut in der Gesellschaft zu setzen, ist beachtlich' (The engagement of hundreds of thousands of people who have been demonstrating for days to set a sign against extremist thinking in society is commendable). This suggests that the demonstrations are genuine and not faked, which contradicts the claim that the image of a demonstration against right-wing extremism in Germany was faked to make the number of demonstrators appear larger.",,,1,['deepseek/deepseek-r1'],20.0,20.0,5.0,5.0,5.0,3.0,2.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_20,random_drop_20,corrupted,random_drop_20,0.2,random,small_factcheck_v1,"The evidence document discusses the engagement of people in demonstrations against right-wing extremism in Germany, but it does not provide any information about the claim that a picture of a demonstration against right-wing extremism in Germany was falsified to make the number of demonstrators appear larger. The document focuses on the significance and impact of the demonstrations, but does not address the claim directly.",,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
3,"Das Bild einer Demonstration gegen Rechtsextremismus in Deutschland sei gefälscht worden, damit die Menge der Demonstrierenden größer wirke.",de,2024-01-29,Refuted,Not_Enough_Evidence,False,,meta-llama/llama-3.1-8b-instruct,,meta-llama/llama-3.1-8b-instruct,['meta-llama/llama-3.1-8b-instruct'],random_drop_50,random_drop_50,corrupted,random_drop_50,0.5,random,small_factcheck_v1,The evidence document does not mention anything about a demonstration being staged or faked to make it appear larger. It discusses the potential impact of demonstrations on people who feel threatened by right-wing extremist groups and the possibility of building bridges between these groups and society through participation in mass movements.,,,1,['deepseek/deepseek-r1'],25.0,25.0,5.0,5.0,5.0,5.0,5.0
